Methanol Box

3 atom types

1728 atoms

0.000000 49.256001 xlo xhi
0.000000 49.256001 ylo yhi
0.000000 49.256001 zlo zhi

Masses

1 32.000000 # MeOH
2 32.000000 # Near
3 32.000000 # Far

Atoms

1 1 1 41.206669 12.079333 39.639336
3 2 1 40.429996 19.203335 19.331333
5 3 1 46.087994 35.651329 28.427999
7 4 1 47.635998 25.419334 22.305336
9 5 1 40.314667 13.579999 13.064002
11 6 1 43.797337 28.625334 28.145332
13 7 1 20.530003 28.506668 47.311329
15 8 1 1.768001 10.884007 34.511997
17 9 1 31.648003 13.698668 24.454002
19 10 1 21.695999 23.153996 18.913998
21 11 1 42.895996 1.037334 41.446667
23 12 1 10.638000 26.278000 20.795336
25 13 1 44.288002 27.206669 44.037327
27 14 1 14.992667 11.613337 31.123333
29 15 1 5.693332 33.890671 5.550001
31 16 1 48.073330 41.701336 5.918663
33 17 1 29.115332 42.255325 20.169338
35 18 1 28.249998 47.541328 2.310001
37 19 1 12.725334 13.410669 5.439999
39 20 1 44.863335 17.427998 30.246662
41 21 1 25.966665 46.302666 24.036003
43 22 1 36.258667 26.431332 13.532667
45 23 1 16.766666 44.655994 2.612668
47 24 1 27.852001 26.436001 42.956665
49 25 1 47.603996 39.459335 19.177328
51 26 1 14.229332 8.020001 47.797997
53 27 1 45.401997 -0.130666 0.200668
55 28 1 31.912668 6.669334 46.796001
57 29 1 19.539335 39.699333 39.279331
59 30 1 21.017334 15.984665 37.001335
61 31 1 0.682665 13.538667 46.798664
63 32 1 17.078001 8.198668 33.256004
65 33 1 17.250002 29.774670 13.865999
67 34 1 23.041994 36.034668 37.930664
69 35 1 9.614003 10.208665 17.150005
71 36 1 26.798002 11.863333 8.169998
73 37 1 23.098001 43.499332 19.694668
75 38 1 5.024666 30.585337 34.258667
77 39 1 34.829334 14.388665 16.610001
79 40 1 5.673999 17.352665 36.492001
81 41 1 18.563335 9.897336 14.593332
83 42 1 36.269333 23.098001 9.662669
85 43 1 3.789335 41.223999 11.328670
87 44 1 14.563998 25.832670 11.056003
89 45 1 3.150669 5.105334 27.669334
91 46 1 40.178001 32.071999 29.782661
93 47 1 16.980000 7.493331 1.891998
95 48 1 4.125331 10.125334 -0.040001
97 49 1 17.768000 5.712666 40.702000
99 50 1 2.249333 26.496002 43.671997
101 51 1 43.046665 11.790667 10.234665
103 52 1 14.464002 7.249331 35.255333
105 53 1 48.060001 0.732001 5.744669
107 54 1 18.334667 42.947334 38.188663
109 55 1 41.798668 31.515999 39.641331
111 56 1 21.686666 46.047333 45.292667
113 57 1 5.496000 27.084000 -0.069334
115 58 1 19.905334 45.376671 34.034660
117 59 1 7.626668 32.998665 40.201996
119 60 1 16.685999 22.968002 34.584000
121 61 1 49.065331 12.135333 6.166664
123 62 1 3.984000 17.520666 40.210667
125 63 1 21.072002 17.294003 19.027330
127 64 1 10.825998 34.941330 37.851337
129 65 1 1.590666 48.203331 20.904003
131 66 1 37.207333 49.317993 47.526669
133 67 1 24.799997 19.044668 29.456669
135 68 1 1.429999 23.230667 19.448664
137 69 1 46.947330 17.835999 41.094669
139 70 1 31.643335 48.003330 48.120659
141 71 1 45.645332 32.807999 19.285334
143 72 1 20.534666 43.043331 13.355331
145 73 1 16.566666 35.746670 23.641998
147 74 1 18.374664 42.010666 6.342000
149 75 1 32.243999 6.422668 24.579334
151 76 1 37.792667 2.077334 32.208000
153 77 1 23.694004 34.713333 49.005325
155 78 1 47.382664 7.458665 0.936671
157 79 1 4.954665 8.505334 34.961334
159 80 1 18.640667 36.630665 44.794003
161 81 1 24.395332 38.840672 30.993998
163 82 1 30.077328 13.149998 35.007332
165 83 1 2.501998 17.438665 19.540668
167 84 1 43.264000 3.520665 44.912666
169 85 1 30.261337 37.565998 34.991333
171 86 1 0.163335 44.309334 20.423336
173 87 1 13.981334 24.972666 4.252002
175 88 1 3.880665 42.969337 41.234665
177 89 1 3.976665 3.603335 46.422005
179 90 1 10.557999 8.736002 46.063328
181 91 1 23.242668 38.196667 3.778001
183 92 1 38.160000 28.298004 8.291999
185 93 1 29.082663 16.839998 8.612671
187 94 1 38.242664 15.221997 46.482666
189 95 1 48.826668 37.765335 12.860662
191 96 1 24.343334 29.985334 34.144001
193 97 1 24.590000 23.734001 15.316669
195 98 1 15.798002 2.212000 31.988007
197 99 1 7.067333 1.239999 4.479999
199 100 1 12.762001 8.113333 10.967336
201 101 1 7.366671 5.599332 3.756001
203 102 1 30.035999 1.992001 45.349331
205 103 1 4.834667 44.259995 15.601337
207 104 1 22.816002 13.737337 11.976669
209 105 1 36.776001 33.542667 3.651332
211 106 1 19.538666 14.765998 27.477333
213 107 1 47.503334 36.236664 35.499996
215 108 1 48.007996 30.218666 21.648663
217 109 1 12.527332 26.621998 45.345997
219 110 1 3.138664 4.021333 10.998665
221 111 1 28.507998 36.146667 26.987333
223 112 1 5.298667 27.666666 41.835999
225 113 1 32.349327 1.906667 25.979336
227 114 1 27.702003 0.285334 17.543331
229 115 1 10.022667 39.267330 23.439333
231 116 1 32.658669 36.167332 10.190666
233 117 1 46.018669 12.258665 46.030670
235 118 1 4.045332 13.623333 13.705332
237 119 1 34.321999 0.142665 45.324669
239 120 1 19.974669 26.968670 17.113335
241 121 1 2.113333 38.341995 20.844666
243 122 1 10.375999 36.548664 16.212004
245 123 1 18.962664 46.674671 47.413330
247 124 1 7.380666 13.283333 36.913330
249 125 1 9.747999 20.819998 33.828667
251 126 1 14.374666 9.724669 43.660664
253 127 1 9.686003 22.740000 19.665998
255 128 1 12.409998 18.648664 8.833998
257 129 1 14.831332 8.689333 40.015335
259 130 1 46.003998 2.261333 2.816000
261 131 1 44.722668 37.251999 44.355331
263 132 1 21.611332 38.777336 20.331333
265 133 1 27.136662 5.547999 0.640002
267 134 1 0.945331 18.108665 15.795331
269 135 1 16.449335 34.287998 1.845998
271 136 1 8.395329 16.214670 22.683334
