1.100000000000000039e-04 1.627888890736346045e-02
3.053660599999999947e-01 1.117062453235534089e-02
6.106221200000000460e-01 1.421661976292863325e-02
9.158781799999999862e-01 4.731959516756360784e-02
1.221134240000000037e+00 4.093722772918338693e-02
1.526390300000000089e+00 4.417285690407255633e-02
1.831646359999999918e+00 8.353967853189037118e-02
2.136902419999999747e+00 8.230705789383731263e-02
2.442158479999999798e+00 8.295299851666315671e-02
2.747414539999999850e+00 1.121329216982640542e-01
3.052670599999999901e+00 1.237776310914090044e-01
3.357926659999999952e+00 1.174723024429072810e-01
3.663182719999999559e+00 1.345689877351326502e-01
3.968438779999999610e+00 1.522642051641048822e-01
4.273694840000000106e+00 1.398550339329366898e-01
4.578950900000000601e+00 1.467470425966661274e-01
4.884206960000000208e+00 1.585043471442486585e-01
5.189463019999999815e+00 1.482167056651135240e-01
5.494719080000000311e+00 1.463203662219555168e-01
5.799975139999999918e+00 1.480981844499161260e-01
6.105231200000000413e+00 1.400328157557332032e-01
6.410487260000000020e+00 1.314637318969604785e-01
6.715743320000000516e+00 1.267702917751436509e-01
7.020999380000000123e+00 1.182663945847298864e-01
7.326255439999999730e+00 1.091521131360491809e-01
7.631511500000000225e+00 1.011874874747839409e-01
7.936767559999999833e+00 8.940647868416194688e-02
8.242023619999999440e+00 8.035145784308025951e-02
8.547279679999999047e+00 7.127273275895909532e-02
8.852535739999998654e+00 6.404886469267691285e-02
9.157791800000000038e+00 5.446642444396715410e-02
9.463047859999999645e+00 4.771664123847497302e-02
9.768303919999999252e+00 3.904681434678484997e-02
1.007355997999999886e+01 3.296667600715801061e-02
1.037881603999999847e+01 2.767470374859374443e-02
1.068407209999999985e+01 2.328941878628994905e-02
1.098932815999999946e+01 1.840634472015688708e-02
1.129458421999999906e+01 1.408624642621150377e-02
1.159984027999999867e+01 1.074987421840450756e-02
1.190509634000000005e+01 8.468340825854538817e-03
1.221035239999999966e+01 5.683092268715537500e-03
1.251560845999999927e+01 3.887495858474861003e-03
1.282086451999999888e+01 2.613392795102765283e-03
1.312612057999999848e+01 1.860783078599236679e-03
1.343137663999999987e+01 1.042986693737157867e-03
1.373663269999999947e+01 6.163103190265023859e-04
1.404188875999999908e+01 3.318594025527320831e-04
1.434714481999999869e+01 1.659297012763660416e-04
1.465240087999999830e+01 4.740848607896144834e-05
1.495765693999999968e+01 1.185212151974043154e-05
