0.000000000000000000e+00 8.507273539279698246e-03
9.446719000000000088e-01 6.674771184615906246e-03
1.889343800000000018e+00 7.597266690734705633e-03
2.834015700000000137e+00 1.133137530530404016e-02
3.778687600000000035e+00 1.618113732980044212e-02
4.723359499999999933e+00 2.063792292930759914e-02
5.668031400000000275e+00 2.305905734428367881e-02
6.612703299999999729e+00 2.708207023739379882e-02
7.557375200000000071e+00 3.042153727263072205e-02
8.502047100000000412e+00 3.334887860793192549e-02
9.446718999999999866e+00 3.591321629642101054e-02
1.039139089999999932e+01 3.737272407821359832e-02
1.133606280000000055e+01 3.920272870136269627e-02
1.228073470000000000e+01 3.980634715076353941e-02
1.322540659999999946e+01 4.064142205386558904e-02
1.417007850000000069e+01 4.078379275020710404e-02
1.511475040000000014e+01 4.075548512637305887e-02
1.605942230000000137e+01 4.053152186721613315e-02
1.700409420000000082e+01 4.124420792609491404e-02
1.794876610000000028e+01 4.103106817016854979e-02
1.889343799999999973e+01 4.132580048891047741e-02
1.983810989999999919e+01 4.011023781839292285e-02
2.078278179999999864e+01 3.908866562885508072e-02
2.172745370000000165e+01 3.799798953407577951e-02
2.267212560000000110e+01 3.608889007962595014e-02
2.361679750000000055e+01 3.492827750243315821e-02
2.456146940000000001e+01 3.223655550669120989e-02
2.550614129999999946e+01 3.032246058921185539e-02
2.645081319999999891e+01 2.787801401343124527e-02
2.739548510000000192e+01 2.500728792579811482e-02
2.834015700000000137e+01 2.249706775346220489e-02
2.928482890000000083e+01 2.001765293647502983e-02
3.022950080000000028e+01 1.752741461625722044e-02
3.117417269999999974e+01 1.509129381219253066e-02
3.211884460000000274e+01 1.299236676262088830e-02
3.306351649999999864e+01 1.071859850701570478e-02
3.400818840000000165e+01 8.793680086305788804e-03
3.495286029999999755e+01 6.889576094885423857e-03
3.589753220000000056e+01 5.286032462408164247e-03
3.684220410000000356e+01 4.013854544222704955e-03
3.778687599999999946e+01 2.771649404214329704e-03
3.873154790000000247e+01 1.997352634638097698e-03
3.967621979999999837e+01 1.302983273534222362e-03
4.062089170000000138e+01 7.101883273640255878e-04
4.156556359999999728e+01 4.437636324560642045e-04
4.251023550000000029e+01 2.306238765296994401e-04
4.345490740000000329e+01 1.115653409927074116e-04
4.439957929999999919e+01 3.829854989301867093e-05
4.534425120000000220e+01 1.665154343174737639e-05
4.628892309999999810e+01 9.990926059048349601e-06
