1.967430000000000012e-01 2.400070016544716658e-05
5.379914599999999769e-01 4.666802809948060205e-05
8.792399199999999526e-01 1.426708287612692616e-04
1.220488379999999928e+00 2.666744462827462200e-04
1.561736840000000015e+00 3.720108525644309294e-04
1.902985300000000102e+00 6.346851821529367896e-04
2.244233759999999744e+00 8.720254393445800445e-04
2.585482219999999831e+00 1.238702802983355968e-03
2.926730679999999918e+00 1.812052862491260463e-03
3.267979140000000005e+00 2.373402571916441006e-03
3.609227600000000091e+00 3.132091371590857952e-03
3.950476059999999734e+00 4.229456718044365647e-03
4.291724519999998932e+00 5.550828599375361681e-03
4.632972979999999019e+00 7.040205381864499991e-03
4.974221439999999106e+00 9.130933040721229271e-03
5.315469899999999193e+00 1.113232476007323946e-02
5.656718359999999279e+00 1.385773760108290585e-02
5.997966819999999366e+00 1.706049770093868642e-02
6.339215279999999453e+00 2.074860529302906612e-02
6.680463739999999540e+00 2.524340308512475206e-02
7.021712199999999626e+00 2.991953950069278778e-02
7.362960659999998825e+00 3.579037743560736784e-02
7.704209119999998912e+00 4.231456776391475522e-02
8.045457579999998998e+00 5.046680558677843487e-02
8.386706039999998197e+00 5.916839276898415434e-02
8.727954499999999172e+00 7.013404600013101176e-02
9.069202959999998370e+00 8.237973657343432288e-02
9.410451419999999345e+00 9.782952061882568828e-02
9.751699879999998544e+00 1.156820414252235779e-01
1.009294833999999952e+01 1.375066781090041879e-01
1.043419679999999872e+01 1.621607306678432836e-01
1.077544525999999969e+01 1.863867707404002760e-01
1.111669371999999889e+01 2.129955469904927789e-01
1.145794217999999809e+01 2.325747848365708192e-01
1.179919063999999906e+01 2.437857785582987213e-01
1.214043909999999826e+01 2.423977380653957736e-01
1.248168755999999924e+01 2.223438197049344422e-01
1.282293601999999844e+01 1.899242072703399287e-01
1.316418447999999941e+01 1.478949811639485856e-01
1.350543293999999861e+01 1.045283827094477536e-01
1.384668139999999958e+01 6.698728753399460500e-02
1.418792985999999878e+01 3.823978222471449001e-02
1.452917831999999798e+01 1.964323971318703010e-02
1.487042677999999896e+01 9.121599435101357053e-03
1.521167523999999815e+01 3.625439097213925110e-03
1.555292369999999913e+01 1.158700469098535111e-03
1.589417215999999833e+01 3.920114360356358727e-04
1.623542061999999930e+01 1.200035008272360836e-04
1.657666907999999850e+01 2.666744462827441193e-05
1.691791754000000125e+01 8.000233388482405234e-06
