4.431700000000000222e-02 2.873662480367594049e-06
1.070674979999999943e+00 4.179872698716500359e-06
2.097032959999999946e+00 7.053535179084096949e-06
3.123390939999999727e+00 1.724197488220555074e-05
4.149748920000000396e+00 1.802570101321490520e-05
5.176106900000000621e+00 4.205996903083481382e-05
6.202464879999999958e+00 8.020130740662283501e-05
7.228822860000000183e+00 1.366295888392957190e-04
8.255180839999999520e+00 2.416488903945476308e-04
9.281538819999999745e+00 4.130236710419241141e-04
1.030789679999999997e+01 6.878503009825340849e-04
1.133425478000000020e+01 1.052805435989220178e-03
1.236061275999999864e+01 1.590180319817958423e-03
1.338697073999999887e+01 2.330801513621787863e-03
1.441332871999999909e+01 3.271534112876670237e-03
1.543968669999999932e+01 4.421521589111046709e-03
1.646604467999999954e+01 6.027637673592862663e-03
1.749240265999999977e+01 7.911454050495654589e-03
1.851876064000000000e+01 1.012286795016035384e-02
1.954511862000000022e+01 1.297484734090335358e-02
2.057147660000000045e+01 1.608232145035540239e-02
2.159783458000000067e+01 1.964096056922516251e-02
2.262419256000000090e+01 2.343053765469900809e-02
2.365055054000000112e+01 2.768068446316277603e-02
2.467690851999999779e+01 3.225738382621357730e-02
2.570326649999999802e+01 3.716533810063776117e-02
2.672962447999999824e+01 4.170520233553121070e-02
2.775598245999999847e+01 4.661864269287246260e-02
2.878234043999999869e+01 5.119769323431638125e-02
2.980869841999999892e+01 5.546455953357492391e-02
3.083505639999999914e+01 5.853754969326255969e-02
3.186141437999999937e+01 6.088846684424691763e-02
3.288777235999999959e+01 6.157945204975349279e-02
3.391413033999999982e+01 6.123905366685176987e-02
3.494048832000000004e+01 5.888003801251363856e-02
3.596684630000000027e+01 5.524720615324166945e-02
3.699320428000000049e+01 4.994921750761850687e-02
3.801956226000000072e+01 4.343488590666883670e-02
3.904592024000000094e+01 3.619560763453553293e-02
4.007227822000000117e+01 2.880872760772879709e-02
4.109863620000000139e+01 2.175336373433901099e-02
4.212499418000000162e+01 1.531165742152954846e-02
4.315135216000000185e+01 9.764966350332752315e-03
4.417771014000000207e+01 5.591624702707997593e-03
4.520406812000000230e+01 2.821414071633637343e-03
4.623042610000000252e+01 1.186300120304476608e-03
4.725678408000000275e+01 3.999615688584350764e-04
4.828314206000000297e+01 1.047580595115830011e-04
4.930950003999999609e+01 2.351178393028031187e-05
5.033585801999999632e+01 3.396146567707156065e-06
