  1 1 9.4784 0.401786
  2 3 9.5804 0.40611
  3 5 9.524 0.403719
  4 7 9.3892 0.398005
  5 9 9.2302 0.391265
  6 11 9.2376 0.391579
  7 13 9.128 0.386933
  8 15 9.0606 0.384076
  9 17 9.0842 0.385076
  10 19 9.1892 0.389527
  11 21 9.2022 0.390078
  12 23 9.3122 0.394741
  13 25 9.3324 0.395597
  14 27 9.2426 0.391791
  15 29 9.294 0.393969
  16 31 9.3244 0.395258
  17 33 9.2806 0.393401
  18 35 9.3704 0.397208
  19 37 9.2758 0.393198
  20 39 9.349 0.396301
  21 41 9.3626 0.396877
  22 43 9.3908 0.398073
  23 45 9.3074 0.394537
  24 47 9.3404 0.395936
  25 49 9.3758 0.397437
  26 51 9.4114 0.398946
  27 53 9.5106 0.403151
  28 55 9.4072 0.398768
  29 57 9.6214 0.407848
  30 59 9.571 0.405711
  31 61 9.7412 0.412926
  32 63 9.8056 0.415656
  33 65 9.7346 0.412646
  34 67 9.654 0.40923
  35 69 9.4834 0.401998
  36 71 9.467 0.401303
  37 73 9.4694 0.401405
  38 75 9.5896 0.4065
  39 77 9.459 0.400964
  40 79 9.523 0.403677
  41 81 9.5288 0.403922
  42 83 9.5954 0.406746
  43 85 9.601 0.406983
  44 87 9.5524 0.404923
  45 89 9.5988 0.40689
  46 91 9.521 0.403592
  47 93 9.5566 0.405101
  48 95 9.5456 0.404635
  49 97 9.412 0.398971
  50 99 9.5024 0.402803
  51 101 9.4808 0.401888
  52 103 9.404 0.398632
  53 105 9.2906 0.393825
  54 107 9.4448 0.400362
  55 109 9.3042 0.394402
  56 111 9.3286 0.395436
  57 113 9.455 0.400794
  58 115 9.401 0.398505
  59 117 3.3662 0.142692
