# Time-averaged data for fix PY
# TimeStep v_py
100000 -2.44751
200000 -1.80536
300000 -1.65994
400000 -1.50297
500000 1.44554
600000 -1.42662
700000 -4.31203
800000 2.6423
900000 6.61133
1000000 2.19178
1100000 4.78522
1200000 4.99912
1300000 0.59166
1400000 -1.48731
1500000 2.91028
1600000 4.9604
1700000 -0.533475
1800000 -1.87885
1900000 0.692484
2000000 -0.309336
