# Time-averaged data for fix PZ
# TimeStep v_pz
100000 -3.27779
200000 -4.42478
300000 -0.879368
400000 8.50118
500000 -0.864376
600000 7.62632
700000 0.832991
800000 1.11599
900000 -4.93854
1000000 0.00786632
1100000 -0.272524
1200000 -4.09463
1300000 4.24437
1400000 0.210988
1500000 3.57433
1600000 -0.102612
1700000 4.75953
1800000 1.36366
1900000 -1.60197
2000000 3.95717
