# Time-averaged data for fix PX
# TimeStep v_px
100000 6.77755
200000 6.83925
300000 4.74969
400000 -2.19451
500000 4.75043
600000 -0.670182
700000 5.82057
800000 -2.27739
900000 -0.0456611
1000000 -0.227031
1100000 -1.41534
1200000 4.80344
1300000 1.51586
1400000 2.93246
1500000 0.475266
1600000 -4.53025
1700000 -2.35287
1800000 3.52016
1900000 4.71481
2000000 0.0604052
