# Time-averaged data for fix PZ
# TimeStep v_pz
100000 3.44195
200000 5.08131
300000 -7.82645
400000 1.05796
500000 -6.2387
600000 4.4371
700000 8.41508
800000 -6.23578
900000 -3.14517
1000000 -5.61734
1100000 5.87525
1200000 -2.79184
1300000 9.00098
1400000 2.12236
1500000 3.0703
1600000 -0.330024
1700000 2.1548
1800000 3.07726
1900000 -2.87828
2000000 10.1721
